x,y,feature_name,description,data_type,num_unique_values,percent_missing,examples,dataset_id
30.570963,-21.89982,abdomcentesis_total_protein,Total protein content in the fluid collected from the abdomen<br>of a horse.,float64,45,64%,"[2.0, 2.0, 4.6, 4.3, 3.9]",27
34.052605,-20.679338,outcome,Indicates the outcome of the horse after surgery.,category,4,1%,"['died', 'lived', 'lived', 'lived', 'euthanized']",27
-23.07282,-10.2359495,State,State where the data was collected from.,category,52,0%,"['DC', 'MO', 'PA', 'MA', 'KY']",897
-18.889967,-39.288273,Average_salary-full_professors,Average salary of full professors in a university.,float64,428,6%,"[465.0, 616.0, 532.0, 500.0, 490.0]",897
-19.457916,-39.311512,Average_salary-associate_professors,Average salary of associate professors in a given university.,float64,304,3%,"[460.0, 369.0, 413.0, 264.0, 362.0]",897
-19.587412,-39.303646,Average_salary-assistant_professors,Average salary of assistant professors in a university.,float64,236,2%,"[300.0, 298.0, 413.0, 323.0, 389.0]",897
-18.978584,-40.09822,Average_salary-all_ranks,Average salary of all ranks in a university.,float64,345,0%,"[341.0, 397.0, 425.0, 430.0, 535.0]",897
-18.867514,-39.328724,Average_compensation-full_professors,Average compensation of full professors in a university.,float64,486,6%,"[469.0, 648.0, 394.0, 750.0, 660.0]",897
-19.47358,-39.376717,Average_compensation-associate_professors,Average compensation of associate professors in a university.,float64,374,3%,"[531.0, 534.0, 545.0, 414.0, 560.0]",897
-19.901028,-39.460674,Average_compensation-assistant_professors,Average compensation of assistant professors in USD.,float64,308,2%,"[430.0, 384.0, 362.0, 466.0, 302.0]",897
-18.787708,-40.796513,Average_compensation-all_ranks,Average compensation for all ranks in a given organization.,float64,431,0%,"[658.0, 393.0, 466.0, 481.0, 371.0]",897
-18.826687,-38.030056,Number_of_full_professors,Number of full professors in a university.,float64,298,0%,"[486.0, 23.0, 8.0, 15.0, 318.0]",897
-19.065332,-38.020546,Number_of_associate_professors,Number of associate professors in a university.,float64,255,0%,"[85.0, 56.0, 18.0, 19.0, 44.0]",897
-19.08209,-37.991096,Number_of_assistant_professors,Number of assistant professors in a university.,float64,241,0%,"[23.0, 73.0, 20.0, 16.0, 36.0]",897
-16.38657,-36.07231,Number_of_instructors,Number of instructors teaching a particular course.,uint8,83,0%,"[4, 3, 3, 6, 1]",897
-15.106511,12.0476465,Public/private_indicator,Indicates whether the target value is lower than the mean<br>or not.,uint8,2,0%,"[1, 2, 2, 1, 2]",930
-16.822493,-32.2628,Average_Math_SAT_score,Average Math SAT score of students in a particular school.,float64,249,40%,"[512.0, 420.0, 680.0, 493.0, 450.0]",930
-16.487295,-31.363165,Average_Verbal_SAT_score,Average Verbal SAT score of students.,float64,223,40%,"[456.0, 431.0, 400.0, 439.0, 390.0]",930
-16.778444,-32.267326,Average_Combined_SAT_score,Average combined SAT score of students in a school.,float64,340,40%,"[840.0, 870.0, 1012.0, 1006.0, 880.0]",930
-16.989223,-32.37954,Average_ACT_score,Average ACT score of students in a particular school.,float64,18,45%,"[19.0, 21.0, 22.0, 25.0, 23.0]",930
-17.511656,-30.833351,First_quartile-Math_SAT,The first quartile of the Math SAT scores of students.,float64,86,41%,"[420.0, 450.0, 370.0, 360.0, 420.0]",930
-17.266941,-30.319748,Third_quartile-Math_SAT,The third quartile of the Math SAT scores of students.,float64,86,41%,"[620.0, 700.0, 785.0, 750.0, 630.0]",930
-16.988342,-30.739319,First_quartile-Verbal_SAT,First quartile of the verbal SAT scores of students.,float64,67,41%,"[510.0, 350.0, 440.0, 330.0, 450.0]",930
-16.869282,-30.267784,Third_quartile-Verbal_SAT,The third quartile of the verbal SAT scores.,float64,86,41%,"[450.0, 551.0, 550.0, 520.0, 500.0]",930
-17.602432,-30.637037,First_quartile-ACT,First quartile of the ACT scores of students.,float64,21,49%,"[20.0, 20.0, 15.0, 17.0, 19.0]",930
-17.529877,-30.309252,Third_quartile-ACT,The third quartile of the ACT scores of students.,float64,20,49%,"[23.0, 26.0, 28.0, 26.0, 27.0]",930
-20.535534,-34.090454,Number_of_applications_received,Number of applications received by the company.,float64,1128,1%,"[672.0, 622.0, 3055.0, 810.0, 6373.0]",930
-20.140703,-34.19327,Number_of_applicants_accepted,Number of applicants accepted by the university.,float64,1066,1%,"[4040.0, 546.0, 498.0, 1253.0, 5855.0]",930
-18.552967,-34.410255,Number_of_new_students_enrolled,Number of new students enrolled in a given year.,float64,871,0%,"[347.0, 344.0, 324.0, 1030.0, 454.0]",930
-19.64903,-32.33847,Pct._new_students_from_top_10Perc_of_H.S._class,Percentage of new students from the top 10% of their<br>high school class.,float64,91,18%,"[42.0, 62.0, 80.0, 86.0, 21.0]",930
-19.663342,-32.342785,Pct._new_students_from_top_25Perc_of_H.S._class,Percentage of new students from the top 25% of their<br>high school class.,float64,94,16%,"[28.0, 20.0, 27.0, 65.0, 20.0]",930
-19.236074,-34.91059,Number_of_fulltime_undergraduates,Number of full-time undergraduates enrolled in a university.,float64,1152,0%,"[2258.0, 786.0, 2269.0, 11785.0, 1247.0]",930
-19.25792,-34.913666,Number_of_parttime_undergraduates,Number of part-time undergraduates enrolled in a university.,float64,884,2%,"[60.0, 2217.0, 187.0, 120.0, 49.0]",930
-22.739737,-39.00076,In-state_tuition,Average in-state tuition for a full-time undergraduate student in a<br>US college.,float64,949,2%,"[6572.0, 4000.0, 12700.0, 10265.0, 12370.0]",930
-22.679827,-38.922844,Out-of-state_tuition,Out-of-state tuition fees for a university.,float64,964,2%,"[9490.0, 11230.0, 3566.0, 10970.0, 5666.0]",930
-23.185642,-39.324646,Room_and_board_costs,Average cost of room and board for a student in<br>a college.,float64,799,6%,"[3050.0, 3260.0, 5480.0, 4408.0, 5500.0]",930
-24.74947,-39.94882,Room_costs,Cost of room in dollars.,float64,599,25%,"[1450.0, 2180.0, 1500.0, 2250.0, 5400.0]",930
-28.435572,-41.99178,Board_costs,Costs of the board for a particular service.,float64,466,38%,"[1428.0, 3000.0, 1540.0, 1214.0, 2078.0]",930
-28.903887,-41.87681,Additional_fees,Indicates the amount of additional fees charged for a service.,float64,434,21%,"[120.0, 140.0, 210.0, 200.0, 525.0]",930
-23.096367,-39.765297,Estimated_book_costs,Estimated book costs for a student's education.,float64,165,4%,"[900.0, 500.0, 500.0, 600.0, 500.0]",930
-24.591297,-44.40197,Estimated_personal_spending,Estimated personal spending of an individual.,float64,407,14%,"[500.0, 1200.0, 1600.0, 940.0, 800.0]",930
-20.056911,-36.49934,Pct._of_faculty_with_Ph.D.s,Percentage of faculty members with Ph.D. degrees.,float64,91,2%,"[83.0, 91.0, 57.0, 90.0, 47.0]",930
-20.09012,-36.50279,Pct._of_faculty_with_terminal_degree,Percentage of faculty with a terminal degree.,float64,78,2%,"[71.0, 70.0, 57.0, 78.0, 75.0]",930
-18.391197,-36.036045,Student/faculty_ratio,The ratio of students to faculty members in a university.,float64,209,0%,"[148.0, 180.0, 201.0, 229.0, 154.0]",930
-21.885336,-32.811836,Pct.alumni_who_donate,Percentage of alumni who donate to the university.,float64,63,17%,"[34.0, 41.0, 32.0, 42.0, 15.0]",930
-23.27318,-40.456753,Instructional_expenditure_per_student,Instructional expenditure per student in US dollars.,float64,1182,3%,"[8960.0, 25765.0, 2033.0, 7798.0, 10497.0]",930
-46.146404,-18.084639,FirstPerson,The proportion of first-person pronouns in a text.,float64,228,0%,"[0.0, 0.0, 0.0, 0.43, 0.08]",40971
-43.151825,-17.926952,InnerThinking,The feature represents the degree of inner thinking in a<br>text.,float64,326,0%,"[3.02, 2.63, 3.63, 2.21, 1.88]",40971
-45.869698,-18.919563,ThinkPositive,The proportion of positive words in a text.,float64,177,0%,"[0.39, 0.67, 0.64, 0.64, 0.79]",40971
-45.627914,-19.70397,ThinkNegative,Indicates the degree of negative sentiment in a text.,float64,269,0%,"[0.48, 2.83, 1.0, 2.02, 1.91]",40971
-43.133774,-16.001257,ThinkAhead,Indicates the degree to which the author uses future tense<br>in their writing.,float64,205,0%,"[1.22, 1.58, 0.72, 1.01, 1.25]",40971
-43.06923,-17.163372,ThinkBack,Indicates the degree to which the author uses language that<br>is reflective or introspective in nature.,float64,143,0%,"[0.25, 0.22, 0.74, 0.77, 0.13]",40971
-42.792305,-18.580345,Reasoning,The feature represents the reasoning used in an analysis of<br>the Brown and Frown corpora for a doctoral dissertation.,float64,312,0%,"[1.67, 2.84, 1.72, 2.15, 1.85]",40971
-46.78449,-18.082708,Share_SocTies,Share of social ties in a text.,float64,339,0%,"[2.48, 1.83, 2.3, 1.55, 4.01]",40971
-46.157837,-18.078583,Direct_Activity,The proportion of direct actions in a text.,float64,98,0%,"[0.26, 0.48, 0.25, 0.3, 0.0]",40971
-44.02896,-17.079472,Interacting,Indicates the degree to which the author of a text<br>interacts with the reader.,float64,220,0%,"[0.35, 0.17, 0.27, 0.63, 0.35]",40971
-39.36519,-9.572694,Notifying,Indicates the frequency of notifying in a text.,float64,273,0%,"[2.2, 3.0, 2.71, 3.24, 3.27]",40971
-44.02544,-17.060863,LinearGuidance,"Indicates the degree of guidance in the text, which is<br>a measure of how much the author is guiding the<br>reader through the text.",float64,562,0%,"[2.01, 3.35, 5.34, 5.28, 9.38]",40971
-43.241695,-18.411924,WordPicture,"WordPicture"" is a feature that represents the complexity of an<br>author's rhetorical language choices in a corpus of published texts.",float64,577,0%,"[1.73, 6.0, 8.4, 6.07, 2.69]",40971
-39.964848,-9.968717,Motion,Indicates the frequency of motion-related words in a given text.,float64,148,0%,"[1.33, 0.12, 0.22, 0.57, 0.51]",40971
-37.2275,-9.472097,PastEvents,The number of past events mentioned in a text.,float64,350,0%,"[2.79, 1.09, 1.5, 0.53, 1.64]",40971
-36.448296,-10.188389,TimeInterval,Time interval between two events in a text.,float64,216,0%,"[1.25, 1.56, 1.55, 1.37, 2.8]",40971
-37.253784,-9.301674,ShiftingEvents,Indicates the number of events in a text that are<br>shifted from the main narrative.,float64,151,0%,"[0.59, 0.73, 0.4, 0.95, 1.21]",40971
-44.80095,-18.77163,Text_Coverage,Percentage of text that is covered by the document's rhetorical<br>categories.,float64,793,0%,"[39.42, 27.67, 27.69, 35.3, 33.87]",40971
4.4187894,-32.557266,juv_misd_count,Number of prior juvenile misdemeanor charges.,uint8,10,0%,"[0, 0, 0, 0, 0]",45039
4.5400686,-32.37297,priors_count,Number of prior convictions of the individual.,uint8,36,0%,"[2, 0, 0, 1, 1]",45039
-7.109685,-36.108852,age_cat_25-45,"Age category of the person, ranging from 25 to 45<br>years old.",category,2,0%,"['0', '0', '0', '0', '0']",45039
8.297002,-46.183872,age_cat_Greaterthan45,Indicates whether the age of the person is greater than<br>45 or not.,category,2,0%,"['0', '1', '0', '0', '0']",45039
8.481465,-46.061993,age_cat_Lessthan25,Indicates whether the age of the person is less than<br>25 or not.,category,2,0%,"['1', '0', '0', '0', '0']",45039
7.0691886,-41.019123,race_African-American,Indicates whether the race of the person is African-American or<br>not.,category,2,0%,"['1', '1', '1', '0', '1']",45039
7.3664603,-41.143333,race_Caucasian,Indicates whether the race of the person is Caucasian or<br>not.,category,2,0%,"['0', '1', '0', '0', '0']",45039
7.0538454,-33.706486,c_charge_degree_F,Indicates whether the charge degree is a felony or not.,category,2,0%,"['1', '1', '0', '1', '0']",45039
7.0252447,-33.717747,c_charge_degree_M,Indicates whether the charge degree is a misdemeanor or not.,category,2,0%,"['1', '0', '0', '0', '1']",45039
-7.177039,-36.06511,age_cat,Age category of an individual.,category,3,0%,"['0', '0', '1', '0', '0']",44162
4.518499,-32.41137,juv_fel_count,Number of previous felony convictions of the defendant.,uint8,12,0%,"[0, 0, 0, 0, 0]",44162
3.871543,-32.72519,juv_other_count,Number of juvenile offenses committed by the defendant that are<br>not included in the other features.,uint8,11,0%,"[0, 0, 0, 0, 0]",44162
-25.528002,-24.186785,days_b_screening_arrest,Number of days between the COMPAS screening and the arrest.,float64,531,0%,"[88.0, -1.0, -1.0, -202.0, 0.0]",44162
-25.592999,-24.143293,c_days_from_compas,Number of days between the Compas assessment and the current<br>date.,float64,473,0%,"[15.0, 1.0, 1.0, 15.0, 0.0]",44162
3.3716834,-19.186565,c_charge_degree,Degree of charge severity.,category,13,0%,"['3', '3', '3', '3', '2']",44162
-21.69419,-27.360046,decile_score.1,Decile score assigned to the individual by the COMPAS algorithm.,category,10,0%,"['0', '9', '0', '1', '0']",44162
-22.166187,-27.005339,score_text,Indicates the score text of a defendant's COMPAS assessment.,category,3,0%,"['1', '2', '0', '0', '1']",44162
4.5465746,-30.739796,v_type_of_assessment,Type of assessment used to evaluate the risk of recidivism.,category,1,0%,"['0', '0', '0', '0', '0']",44162
-21.778515,-27.278755,v_decile_score,Decile score assigned to defendants by COMPAS algorithm based on<br>their likelihood of committing a future violent crime.,category,10,0%,"['8', '0', '7', '7', '3']",44162
-22.040382,-27.08464,v_score_text,The score assigned to the defendant by the COMPAS algorithm.,category,3,0%,"['1', '2', '2', '1', '2']",44162
-25.527836,3.1271307,end,This feature represents the unique identifier for each individual in<br>the dataset.,int64,1178,0%,"[843, 119, 592, 743, 1050]",44162
6.611581,18.452711,A0,Indicates the presence or absence of a certain characteristic.,category,2,0%,"['0', '0', '1', '0', '1']",40669
-5.778236,19.111948,B0,Indicates whether the target value is equal to 1 or<br>not.,category,2,0%,"['1', '1', '0', '1', '1']",40669
6.330258,18.296988,B1,Indicates the presence or absence of a certain characteristic.,category,2,0%,"['0', '0', '1', '0', '1']",40669
-10.412782,20.053505,Irrelevant,Indicates whether the feature is relevant or irrelevant to the<br>target value.,category,2,0%,"['1', '1', '1', '1', '1']",40669
-21.875486,23.506338,Correlated,Indicates the correlation between two variables.,category,2,0%,"['0', '0', '1', '0', '1']",40669
-13.975527,-14.884917,vendor,Name of the vendor.,category,30,0%,"['hp', 'c.r.d', 'dg', 'gould', 'ibm']",796
-48.78736,19.94151,MMIN,The minimum number of machines required by the company to<br>manufacture a product.,float64,25,0%,"[512.0, 384.0, 2000.0, 256.0, 2000.0]",796
6.00646,-32.683994,CHMIN,Represents the minimum number of times a person has been<br>charged with a crime.,uint8,15,0%,"[1, 1, 1, 6, 8]",796
-29.369623,33.991524,CHMAX,Maximum value of the feature CH converted to a binary<br>class feature based on the mean value of the original<br>target feature.,uint8,31,0%,"[3, 5, 54, 20, 6]",796
-25.546684,37.83532,scall,Mean of the target feature is used to classify instances<br>as positive or negative.,float64,4115,0%,"[768.0, 883.0, 1191.0, 3974.0, 6199.0]",761
-40.768806,-14.067444,swrite,The average number of words written per day by an<br>author.,float64,640,0%,"[29.0, 158.0, 59.0, 51.0, 500.0]",761
-26.873314,42.890842,rchar,"Mean of the target feature, binarized to two classes.",float64,7997,0%,"[12283.0, 187157.0, 45287.0, 176802.0, 206378.0]",761
-18.203789,-8.113726,atch,The feature represents the number of matches played by a<br>player in a game.,float64,253,0%,"[0.0, 0.0, 0.4, 10.82, 0.0]",761
-24.973524,27.340677,vflt,Mean value of a certain feature.,float64,3799,0%,"[427.6, 16.8, 37.0, 123.55, 19.2]",761
-57.763474,-5.426283,runqsz,Average number of processes waiting in the run queue of<br>a Unix system.,float64,302,0%,"[1.0, 1.8, 2.0, 3.0, 1.2]",761
-56.82286,-8.123776,freemem,Amount of free memory in kilobytes.,float64,3165,0%,"[906.0, 5323.0, 359.0, 698.0, 281.0]",761
-57.009182,-8.130183,freeswap,Amount of free swap space in bytes.,float64,7658,0%,"[1375952.0, 1730882.0, 1013509.0, 1756295.0, 1767824.0]",761
-33.280167,-39.84088,RevolvingUtilizationOfUnsecuredLines,The percentage of the total credit card limit that is<br>being used by the borrower.,float64,13887,0%,"[0.208908886, 0.249221978, 0.021245307, 0.540918164, 0.9999999]",44089
-37.4611,-40.067528,NumberOfTime30-59DaysPastDueNotWorse,Number of times the borrower has been 30-59 days past<br>due but not worse in the past.,uint8,16,0%,"[0, 0, 0, 0, 0]",44089
-34.156635,-40.65681,DebtRatio,Ratio of monthly debt payments to monthly gross income.,float64,16128,0%,"[0.698884758, 0.830964153, 0.193944587, 0.70272042, 0.253904894]",44089
-23.638193,-43.737442,MonthlyIncome,Monthly income of an individual.,float64,5150,0%,"[4820.0, 8000.0, 7166.0, 6066.0, 2500.0]",44089
-34.54764,-38.631634,NumberOfOpenCreditLinesAndLoans,Number of open credit lines and loans in the borrower's<br>credit file.,uint8,48,0%,"[6, 6, 3, 7, 11]",44089
-37.42878,-40.007572,NumberOfTimes90DaysLate,The number of times the borrower has been 90 or<br>more days past due on any credit account in the<br>past 2 years.,uint8,18,0%,"[0, 1, 0, 0, 2]",44089
-34.654472,-38.873806,NumberRealEstateLoansOrLines,Number of real estate loans or lines of credit used<br>by the borrower.,uint8,20,0%,"[2, 0, 0, 0, 1]",44089
-37.45338,-40.052395,NumberOfTime60-89DaysPastDueNotWorse,Number of times the borrower has been 60-89 days past<br>due but not worse in the last 2 years.,uint8,12,0%,"[1, 0, 0, 0, 2]",44089
-20.447994,-43.71442,NumberOfDependents,"Number of dependents of the borrower, excluding themselves.",uint8,9,0%,"[3, 4, 1, 2, 1]",44089
-32.732693,-39.125004,A15,The maximum amount of credit that a customer is allowed<br>to use.,float64,229,0%,"[258.0, 0.0, 2.0, 70.0, 0.0]",45063
-35.198833,-37.02394,duration,The duration of the credit in months.,uint8,33,0%,"[24, 12, 28, 48, 18]",45058
-32.848446,-38.775036,credit_amount,The amount of credit granted to a person.,float64,921,0%,"[7408.0, 1322.0, 9157.0, 1258.0, 1478.0]",45058
-34.74834,-39.631233,installment_commitment,The number of installment payments that the borrower has committed<br>to pay back.,uint8,4,0%,"[3, 3, 3, 4, 2]",45058
-10.897824,-42.572697,residence_since,Duration of residence in years.,uint8,4,0%,"[4, 2, 2, 2, 2]",45058
-33.66428,-37.9141,existing_credits,Number of existing credits at the bank.,uint8,4,0%,"[1, 1, 2, 1, 1]",45058
-20.489468,-43.692333,num_dependents,Number of dependents of the person.,uint8,2,0%,"[1, 1, 1, 1, 1]",45058
-1.7125105,-49.149822,checking_status,Indicates the status of the checking account of a person.,category,4,0%,"['>=200', '>=200', 'no checking', '<0', '<0']",45058
-32.71731,-37.791622,credit_history,Describes the credit history of a person.,category,5,0%,"['critical/other existing credit', 'existing paid', 'existing paid', 'existing paid', 'critical/other existing credit']",45058
-35.737072,-42.182297,purpose,The purpose of the loan.,category,10,0%,"['radio/tv', 'radio/tv', 'furniture/equipment', 'furniture/equipment', 'education']",45058
-25.376125,-44.520737,savings_status,Indicates the amount of savings an individual has.,category,5,0%,"['<100', '500<=X<1000', '<100', '<100', 'no known savings']",45058
-4.5722966,-43.2863,employment,The feature describes the employment status of a person.,category,5,0%,"['1<=X<4', 'unemployed', 'unemployed', '<1', '4<=X<7']",45058
-4.044605,-43.061466,personal_status,This feature describes the personal status of a person.,category,4,0%,"['male single', 'male div/sep', 'male div/sep', 'male mar/wid', 'female div/dep/mar']",45058
1.0544062,-49.781258,other_parties,Indicates whether the person has other parties involved in the<br>credit application or not.,category,3,0%,"['none', 'none', 'none', 'none', 'none']",45058
-26.662817,-46.44758,property_magnitude,The magnitude of the property owned by the person.,category,4,0%,"['life insurance', 'life insurance', 'real estate', 'life insurance', 'car']",45058
2.1685567,-51.262543,other_payment_plans,Indicates whether the customer has taken other payment plans or<br>not.,category,3,0%,"['none', 'stores', 'none', 'none', 'none']",45058
0.49233887,-42.39698,housing,Indicates the type of housing occupied by the person.,category,3,0%,"['own', 'for free', 'own', 'rent', 'for free']",45058
-6.0276427,-45.603664,job,The type of job the person has.,category,4,0%,"['unskilled resident', 'high qualif/self emp/mgmt', 'skilled', 'high qualif/self emp/mgmt', 'skilled']",45058
4.7376976,-52.213543,own_telephone,Indicates whether the person has a telephone or not.,category,2,0%,"['none', 'yes', 'yes', 'yes', 'yes']",45058
5.000842,-44.999012,foreign_worker,Indicates whether the person is a foreign worker or not.,category,2,0%,"['yes', 'yes', 'yes', 'no', 'yes']",45058
14.675012,-2.9880302,customer,Customer name of the company that ordered the cylinder banding<br>process.,category,71,0%,"['kidsrus', 'jcpenny', 'bestprod', 'kmart', 'homeshopping']",6332
-10.277593,-47.063255,job_number,Job number assigned to a specific job.,int64,262,0%,"[35462, 23050, 36805, 38016, 47104]",6332
36.23634,-7.2187386,grain_screened,Indicates whether the grain was screened or not.,category,3,9%,"['yes', 'no', 'yes', 'no', 'yes']",6332
18.467539,-0.1805082,ink_color,The color of the ink used in the printing process.,category,1,0%,"['key', 'key', 'key', 'key', 'key']",6332
21.51651,-2.5352921,proof_on_ctd_ink,Indicates whether the proof on ctd ink was used or<br>not.,category,3,11%,"['yes', 'yes', 'yes', 'no', 'yes']",6332
17.343601,-1.2989831,blade_mfg,Manufacturer of the blade used in the printing process.,category,3,11%,"['benton', 'benton', 'benton', 'benton', 'benton']",6332
16.18321,-1.9630331,cylinder_division,Cylinder division of the printing company.,category,1,0%,"['gallatin', 'gallatin', 'gallatin', 'gallatin', 'gallatin']",6332
18.849022,-0.84421873,paper_type,Type of paper used in the printing process.,category,3,0%,"['uncoated', 'uncoated', 'coated', 'uncoated', 'uncoated']",6332
18.65926,-0.8027681,ink_type,Type of ink used for printing.,category,3,0%,"['coated', 'coated', 'uncoated', 'uncoated', 'uncoated']",6332
21.402294,-2.2926826,direct_steam,Indicates whether direct steam was used during the printing process<br>or not.,category,3,5%,"['no', 'no', 'no', 'no', 'no']",6332
18.422659,-0.6468,solvent_type,Type of solvent used in the printing process.,category,4,10%,"['line', 'line', 'line', 'line', 'line']",6332
21.244732,-2.5199547,type_on_cylinder,Indicates whether the type is printed on the cylinder or<br>not.,category,3,3%,"['yes', 'yes', 'yes', 'yes', 'yes']",6332
18.254356,-2.5380557,press_type,Press type used for printing.,category,4,0%,"['woodhoe70', 'motter94', 'albert70', 'albert70', 'woodhoe70']",6332
18.162039,-2.6498446,press,Press number used for printing.,category,8,0%,"['824', '815', '802', '815', '815']",6332
17.248434,-2.2659864,unit_number,Unit number of the printing press.,uint8,7,0%,"[9, 9, 2, 9, 7]",6332
16.55249,-1.2917298,cylinder_size,The size of the cylinder used in the printing process.,category,4,1%,"['tabloid', 'catalog', 'tabloid', 'catalog', 'spiegel']",6332
14.770752,-2.9308298,paper_mill_location,Location of the paper mill where the cylinder banding process<br>took place.,category,6,29%,"['canadian', 'northus', 'northus', 'northus', 'canadian']",6332
15.412847,-0.03825545,plating_tank,Plating tank number used in the printing process.,category,3,3%,"['1910', '1910', '1911', '1910', '1911']",6332
20.41579,-0.1414704,proof_cut,Proof cut is a numeric value that represents the amount<br>of paper that is cut from the end of a<br>roll of paper to ensure that the paper is of<br>the correct length.,float64,28,10%,"[65.0, 45.0, 40.0, 45.0, 42.5]",6332
18.184162,0.2990199,viscosity,Viscosity of the ink used in the printing process.,float64,38,1%,"[60.0, 54.0, 52.0, 43.0, 54.0]",6332
21.06961,0.8674739,caliper,Thickness of the paper in inches.,category,21,5%,"['0.2', '0.367', '0.333', '0.333', '0.267']",6332
17.771635,0.748983,ink_temperature,Ink temperature during printing process.,float64,66,0%,"[15.0, 16.5, 16.3, 15.0, 13.4]",6332
17.557173,1.1140491,humifity,Humidity level in the printing environment.,float64,43,0%,"[94.0, 70.0, 72.0, 66.0, 76.0]",6332
21.103994,1.11557,roughness,Roughness of the paper measured in micrometers.,float64,19,6%,"[1.0, 0.75, 0.75, 0.8125, 0.5625]",6332
16.71894,-1.4963821,blade_pressure,Pressure applied to the blade of the printing cylinder.,float64,37,12%,"[35.0, 35.0, 22.0, 25.0, 40.0]",6332
17.429516,-0.012056125,varnish_pct,Percentage of varnish used in the printing process.,float64,123,10%,"[0.0, 0.0, 11.5, 0.0, 0.0]",6332
18.557585,-2.6151989,press_speed,Press speed during printing process.,float64,84,2%,"[2400.0, 1800.0, 1300.0, 1850.0, 1726.0]",6332
17.719763,-0.09550383,ink_pct,Percentage of ink used in the printing process.,float64,82,10%,"[58.1, 47.6, 58.5, 58.8, 57.5]",6332
17.66639,-0.1387033,solvent_pct,Percentage of solvent used in the printing process.,float64,116,10%,"[38.9, 40.0, 37.5, 34.3, 38.1]",6332
16.31197,1.6241678,ESA_Voltage,ESA Voltage is the voltage of the electrostatic assist (ESA)<br>system used in the printing process.,float64,18,11%,"[4.0, 0.0, 2.0, 0.0, 2.0]",6332
15.604697,2.0535355,ESA_Amperage,ESA Amperage,float64,5,10%,"[0.0, 0.0, 0.0, 0.0, 0.0]",6332
17.458122,-0.26352915,wax,The amount of wax used in the printing process.,float64,31,1%,"[2.5, 2.5, 2.5, 2.5, 2.0]",6332
18.946295,0.59808064,hardener,Hardener content used in the printing process.,float64,30,1%,"[0.8, 1.0, 1.5, 1.5, 1.0]",6332
18.99255,0.54167217,roller_durometer,Hardness of the roller used in the printing process.,float64,13,10%,"[30.0, 40.0, 40.0, 40.0, 40.0]",6332
14.633433,0.43830174,current_density,Current density of the plating tank.,category,8,1%,"['40', '40', '40', '40', '40']",6332
14.559362,0.4214973,anode_space_ratio,Anode space ratio of the plating tank.,float64,81,1%,"[114.29, 107.4, 103.22, 100.0, 107.4]",6332
14.179746,-3.252469,chrome_content,Chrome content of the cylinder band.,category,4,1%,"['100', '100', '100', '100', '100']",6332
-66.411674,19.886696,LOC6_0,Number of lines of code of a module in version<br>6.0.,float64,125,0%,"[874.0, 2218.0, 1427.0, 392.0, 96.0]",1075
-66.66759,19.66071,LOC6_1,Number of lines of code of module m in version<br>6.1.,float64,123,0%,"[544.0, 66.0, 400.0, 346.0, 2721.0]",1075
-66.49716,19.949501,Added_LoC,Number of lines of code added to a module in<br>version 6.1.,float64,103,0%,"[92.0, 101.0, 235.0, 151.0, 248.0]",1075
-66.96955,19.725668,Del_LoC,"Number of lines of code that were deleted from module<br>m in version 6.0, i.e., they were no longer present<br>in module m in version 6.1.",float64,98,0%,"[108.0, 29.0, 179.0, 16.0, 269.0]",1075
-67.02725,20.708214,Diff_Block,Number of different blocks in a module between versions 6.0<br>and 6.1.,uint8,58,0%,"[22, 52, 24, 26, 13]",1075
-67.078575,20.676338,Mod_Rate,Rate of modification of a module between versions 6.0 and<br>6.1.,uint8,47,0%,"[24, 26, 30, 71, 32]",1075
-48.544678,5.9606876,Mod_Know,Subjective variable that expresses the project team's knowledge on module<br>m.,uint8,2,0%,"[1, 2, 2, 1, 1]",1075
-66.78784,19.6916,ReusedLoC,Number of lines of code of module m in version<br>6.0 reused in module m in version 6.1.,float64,122,0%,"[1340.0, 304.0, 1271.0, 730.0, 378.0]",1075
-34.87241,-45.51136,x11,"Repayment status in April, 2005.",float64,10,0%,"[-1.0, 0.0, -1.0, -1.0, -1.0]",45036
-35.338158,-47.203262,x12,"Amount of bill statement in September, 2005.",float64,10811,0%,"[0.0, 38187.0, 45198.0, 72742.0, 98874.0]",45036
-35.860096,-46.927567,x13,"Amount of bill statement in August, 2005.",float64,10662,0%,"[49050.0, 974.0, 24967.0, 1928.0, 127679.0]",45036
-35.860622,-46.931274,x14,"Amount of bill statement in August, 2005.",float64,10491,0%,"[17884.0, 5812.0, 1342.0, 52394.0, 987.0]",45036
-35.86109,-46.92824,x15,"Amount of bill statement in August, 2005.",float64,10314,0%,"[35678.0, 6478.0, 4714.0, 268.0, 1190.0]",45036
-35.86078,-46.927765,x16,"Amount of bill statement in August, 2005.",float64,10097,0%,"[0.0, 25936.0, 36252.0, 29174.0, 20067.0]",45036
-35.230568,-46.43502,x17,"Amount of bill statement in April, 2005.",float64,9888,0%,"[137809.0, 150.0, 145065.0, 0.0, 49656.0]",45036
-33.38409,-44.59203,x18,Amount of previous payment in NT dollar.,float64,4229,0%,"[16500.0, 3000.0, 2920.0, 0.0, 2688.0]",45036
-35.86146,-46.92846,x19,"Amount of bill statement in August, 2005.",float64,4232,0%,"[1500.0, 6000.0, 3400.0, 1000.0, 2701.0]",45036
